"Days since purchase","Purchase visits","Total sales","Credit card","Coupons","Items purchased","Blouse","Suit"
165,3,215.94,"Yes",0,9,"No","No"
17,13,538.56,"Yes",1,36,"Yes","No"
1,4,396.05,"No",2,12,"No","No"
141,8,455.98,"Yes",1,14,"Yes","Yes"
165,6,486.43,"No",2,22,"Yes","No"
117,5,454.59,"Yes",2,19,"Yes","No"
67,12,1384.85,"Yes",5,37,"Yes","No"
55,3,392.5,"No",0,9,"No","No"
7,10,542.48,"Yes",1,24,"Yes","No"
110,4,175.43,"No",0,16,"Yes","No"
5,22,903.88,"No",1,52,"Yes","Yes"
5,17,1956.13,"Yes",8,66,"Yes","No"
122,10,605.97,"Yes",0,27,"Yes","No"
10,7,416.59,"No",0,27,"Yes","Yes"
50,20,2112.02,"No",4,77,"Yes","No"
20,42,1775.25,"Yes",12,76,"Yes","No"
155,2,153.95,"No",0,6,"No","No"
48,9,631.25,"Yes",1,32,"Yes","No"
303,1,127.99,"No",0,6,"Yes","No"
158,3,359.97,"Yes",0,11,"Yes","No"
11,8,3814.98,"Yes",3,90,"Yes","No"
31,8,609.67,"Yes",4,31,"Yes","No"
12,3,791.99,"Yes",5,17,"Yes","No"
356,1,233.98,"Yes",0,2,"No","Yes"
6,7,775.23,"No",0,27,"Yes","Yes"
251,4,633.83,"Yes",1,20,"Yes","No"
19,8,1182.67,"Yes",1,45,"Yes","No"
26,1,302.49,"Yes",0,6,"Yes","No"
172,8,831.69,"Yes",3,31,"Yes","Yes"
152,2,177.5,"No",0,3,"No","No"
88,3,143.49,"Yes",0,10,"No","No"
23,4,289.4,"Yes",2,7,"No","No"
359,1,168,"Yes",0,5,"Yes","No"
272,2,119.09,"Yes",0,2,"Yes","No"
122,3,251.99,"No",0,5,"No","No"
121,3,483.4,"No",0,17,"Yes","No"
321,1,251.98,"No",0,9,"No","No"
290,1,135.49,"No",0,3,"Yes","No"
292,1,94.98,"No",0,2,"No","No"
279,1,99.97,"No",0,3,"No","No"
271,1,69.48,"No",0,4,"No","No"
80,2,321.03,"Yes",1,19,"Yes","No"
134,3,389.95,"No",0,9,"Yes","No"
129,6,275.23,"Yes",0,11,"No","No"
115,18,630.51,"Yes",2,53,"Yes","Yes"
58,3,87.99,"No",0,3,"No","No"
28,9,454.17,"Yes",1,31,"Yes","No"
189,1,198.9,"No",0,4,"Yes","No"
109,7,1244.02,"Yes",2,46,"Yes","No"
153,2,111.97,"No",0,5,"No","No"
155,7,52.48,"No",0,9,"No","No"
4,3,391,"Yes",1,15,"Yes","No"
47,6,111.07,"Yes",1,15,"Yes","No"
182,2,74.99,"No",0,6,"Yes","No"
116,1,87.95,"No",0,5,"Yes","No"
42,2,114.7,"Yes",1,7,"Yes","No"
206,2,72.97,"No",0,4,"No","No"
146,7,297.87,"No",0,18,"No","No"
53,4,860.93,"No",0,21,"Yes","No"
174,2,335.84,"Yes",1,14,"Yes","No"
70,1,68.84,"Yes",1,2,"Yes","No"
320,1,130,"No",0,8,"No","No"
34,6,421.81,"Yes",1,42,"Yes","Yes"
96,3,155.99,"No",0,4,"Yes","No"
89,1,157.97,"No",0,10,"Yes","No"
10,3,565.88,"No",1,20,"Yes","No"
154,3,183.94,"Yes",0,14,"Yes","No"
75,2,283.43,"Yes",0,16,"Yes","No"
121,2,263,"No",0,12,"Yes","No"
72,8,829.1,"Yes",2,25,"Yes","No"
88,2,263.93,"No",0,9,"No","Yes"
362,1,87,"No",0,2,"No","No"
205,2,670.6,"Yes",1,6,"Yes","No"
20,1,176.99,"Yes",0,14,"No","No"
7,19,761.44,"Yes",3,38,"Yes","No"
136,3,268.95,"Yes",0,8,"No","No"
242,2,68.17,"Yes",0,6,"No","No"
201,1,108,"No",0,2,"No","No"
25,6,594.72,"Yes",0,19,"Yes","Yes"
54,7,281.44,"No",1,12,"Yes","No"
272,2,331.24,"No",0,11,"No","No"
159,6,311.95,"Yes",1,14,"Yes","No"
288,1,72.99,"No",0,2,"No","No"
178,1,158,"No",0,2,"No","No"
214,1,521.99,"No",0,9,"Yes","No"
1,2,340.55,"Yes",1,16,"Yes","No"
60,1,137.97,"No",0,3,"No","No"
125,6,691.95,"Yes",0,17,"Yes","No"
8,5,191.23,"Yes",1,16,"Yes","No"
220,4,636.93,"Yes",1,14,"Yes","No"
14,6,763.99,"Yes",2,18,"Yes","No"
7,12,1596.78,"Yes",4,58,"Yes","Yes"
59,11,943.89,"Yes",4,34,"Yes","No"
197,2,233,"No",0,4,"Yes","No"
13,5,559.43,"No",1,19,"No","No"
76,6,584.28,"Yes",2,19,"Yes","No"
63,7,579.59,"Yes",1,20,"Yes","No"
320,1,122.99,"No",0,3,"No","No"
188,5,607.9,"Yes",0,13,"Yes","No"
75,2,93.39,"Yes",0,3,"No","No"
155,3,207.95,"Yes",0,8,"No","Yes"
26,29,2708.79,"Yes",6,89,"Yes","No"
22,7,1162.08,"No",0,30,"Yes","No"
11,9,373.99,"Yes",0,16,"Yes","No"
90,3,352.36,"Yes",0,15,"Yes","No"
62,5,845.51,"Yes",7,25,"Yes","No"
72,5,382.32,"No",1,15,"Yes","No"
78,5,408.42,"Yes",1,17,"Yes","No"
23,6,530.88,"Yes",2,30,"Yes","No"
362,1,357,"No",0,6,"No","No"
103,6,982.38,"Yes",0,26,"Yes","No"
215,1,74.99,"No",0,2,"No","Yes"
62,10,282.28,"No",0,29,"Yes","No"
157,1,119.99,"No",0,1,"No","Yes"
93,17,341.15,"Yes",1,28,"Yes","No"
70,2,289.92,"Yes",1,13,"Yes","No"
90,7,476.93,"No",1,16,"Yes","No"
145,4,357.99,"No",0,14,"No","No"
107,4,79.96,"No",0,7,"No","No"
29,9,159.5,"No",0,16,"No","No"
358,1,71.1,"Yes",0,1,"No","No"
7,9,2197.34,"Yes",4,54,"Yes","No"
356,1,139.96,"No",0,2,"No","No"
302,1,301.27,"Yes",0,8,"No","No"
285,2,89.49,"No",0,2,"No","No"
149,1,260,"No",0,5,"Yes","No"
18,9,357.4,"Yes",1,31,"Yes","No"
18,11,1757.31,"Yes",8,92,"Yes","No"
105,10,960.91,"No",1,23,"Yes","Yes"
243,1,113.94,"No",0,6,"Yes","No"
298,2,137,"No",0,4,"No","No"
123,2,573.99,"No",1,12,"Yes","Yes"
31,15,1664.99,"No",0,66,"Yes","No"
106,2,598.96,"Yes",0,16,"Yes","No"
23,3,544.19,"Yes",2,15,"Yes","Yes"
56,41,2098.53,"Yes",7,113,"Yes","Yes"
186,4,191.99,"No",0,6,"No","No"
117,5,372.63,"Yes",0,15,"Yes","No"
280,2,147.98,"No",0,3,"No","No"
7,6,710.69,"Yes",2,30,"Yes","No"
282,1,89.97,"No",0,3,"No","No"
87,1,207.47,"No",0,4,"No","No"
147,8,312.22,"Yes",2,15,"Yes","No"
115,2,670.05,"Yes",1,20,"Yes","No"
242,1,238.93,"Yes",0,9,"No","No"
323,1,99.98,"Yes",0,2,"No","No"
118,2,479.97,"No",0,11,"Yes","No"
50,5,1427.44,"Yes",3,34,"Yes","No"
173,4,354.19,"No",1,14,"No","No"
322,1,167.98,"No",0,6,"Yes","No"
10,21,1330.41,"Yes",4,105,"Yes","Yes"
33,3,522.25,"Yes",1,12,"Yes","No"
197,1,134.08,"Yes",1,6,"No","No"
13,2,147.36,"Yes",0,10,"Yes","No"
40,7,1781.09,"Yes",3,57,"Yes","No"
1,6,529.24,"Yes",1,37,"Yes","No"
127,1,76.5,"No",0,3,"No","No"
92,4,673.49,"Yes",1,22,"Yes","No"
136,1,171,"Yes",1,3,"No","No"
120,10,999.97,"Yes",2,42,"Yes","No"
21,3,144.94,"No",0,10,"Yes","No"
28,7,533.34,"Yes",2,25,"Yes","No"
16,4,194.97,"Yes",0,5,"Yes","No"
54,3,158.42,"Yes",1,11,"Yes","No"
231,2,125.96,"No",0,6,"Yes","No"
1,5,355.24,"No",1,13,"Yes","No"
6,6,1224,"No",0,21,"Yes","No"
228,4,251.15,"No",0,11,"Yes","No"
197,2,68,"No",0,4,"No","No"
154,1,73,"No",0,3,"No","No"
342,1,108.99,"No",0,4,"No","No"
143,1,132.97,"No",0,5,"No","No"
328,4,252,"No",0,9,"No","No"
214,2,85.5,"No",0,4,"No","No"
201,2,129.49,"No",0,5,"Yes","No"
72,3,211.95,"No",0,8,"Yes","No"
355,1,69.99,"No",0,1,"No","No"
53,2,362.99,"No",0,6,"No","No"
76,8,621.01,"Yes",0,31,"Yes","No"
279,4,334.73,"No",0,16,"No","No"
89,7,2489.65,"Yes",3,52,"Yes","Yes"
342,1,832.46,"Yes",0,18,"Yes","No"
30,2,98.94,"No",0,6,"Yes","No"
7,65,3781.39,"Yes",8,238,"Yes","No"
10,26,2929.67,"Yes",10,121,"Yes","No"
17,10,529.3,"Yes",3,30,"Yes","No"
84,1,121,"No",1,2,"No","No"
77,6,1050.91,"Yes",3,28,"Yes","No"
75,3,543.45,"No",0,10,"Yes","No"
215,1,99,"No",0,1,"No","No"
98,1,88,"No",0,1,"No","No"
78,5,319.33,"No",1,11,"Yes","No"
56,16,1147.09,"No",1,32,"Yes","Yes"
143,3,94.98,"No",0,5,"Yes","No"
12,15,1336.57,"Yes",5,43,"Yes","Yes"
45,2,243,"No",0,5,"No","No"
22,3,447.9,"Yes",0,10,"Yes","No"
76,2,211.98,"No",1,8,"No","No"
201,1,132,"No",0,3,"No","No"
146,2,520.43,"Yes",2,16,"No","No"
272,2,284.47,"No",0,9,"No","No"
21,2,110.98,"No",0,2,"No","Yes"
14,2,68.94,"No",0,6,"Yes","No"
145,2,187.99,"No",0,3,"Yes","No"
285,1,77.98,"No",0,3,"No","No"
122,9,715.11,"No",0,23,"Yes","No"
234,1,69.98,"No",0,2,"Yes","No"
125,7,646.67,"Yes",0,17,"Yes","Yes"
5,4,303.94,"Yes",2,17,"Yes","No"
119,9,402.81,"No",0,29,"Yes","No"
217,1,84,"No",0,2,"Yes","No"
29,10,1087.1,"No",0,42,"Yes","No"
280,1,325.99,"No",0,5,"No","No"
40,3,303.96,"No",0,13,"Yes","No"
180,1,177.3,"Yes",0,3,"Yes","No"
308,1,353.91,"No",0,5,"No","No"
102,3,475.46,"No",1,11,"No","No"
244,4,420.73,"Yes",2,13,"No","No"
89,4,628.95,"No",0,9,"Yes","Yes"
29,2,49.5,"No",0,3,"No","No"
295,1,71.5,"No",0,3,"Yes","No"
14,2,253.76,"No",0,10,"Yes","No"
57,3,118.12,"No",0,5,"No","No"
71,3,529.47,"No",0,13,"Yes","No"
33,6,559.66,"Yes",1,16,"Yes","No"
9,13,566.33,"Yes",3,27,"Yes","No"
16,9,533.32,"No",0,26,"Yes","No"
26,1,315,"Yes",1,3,"No","Yes"
7,6,407.97,"No",0,10,"Yes","No"
292,4,102.97,"No",0,5,"Yes","No"
162,2,157.99,"No",0,3,"No","No"
138,2,377.99,"No",0,7,"Yes","No"
37,4,865.74,"Yes",2,36,"Yes","No"
123,3,851.91,"No",0,17,"Yes","No"
126,1,228.98,"No",0,6,"No","No"
10,5,146.46,"No",0,7,"Yes","No"
23,2,97.48,"No",0,5,"Yes","No"
241,1,107.97,"No",0,3,"No","No"
259,1,318.98,"No",0,7,"Yes","No"
17,2,434.87,"Yes",1,15,"Yes","No"
19,11,722.31,"Yes",1,24,"Yes","Yes"
70,9,402.33,"No",1,28,"No","No"
66,2,48.47,"No",0,3,"Yes","No"
40,5,278.97,"No",0,8,"Yes","No"
94,3,297.97,"No",0,7,"Yes","No"
158,3,1390.03,"No",1,36,"Yes","No"
58,5,441.35,"Yes",0,19,"Yes","No"
143,2,128.96,"No",0,5,"Yes","No"
301,1,102,"No",0,2,"No","No"
250,1,108,"No",0,3,"No","No"
339,1,215.25,"No",0,2,"No","No"
26,12,1185.9,"No",0,55,"Yes","No"
89,5,369.94,"No",0,16,"Yes","No"
75,8,222,"No",0,27,"No","No"
363,1,78.99,"No",0,2,"No","No"
46,3,397.44,"No",0,12,"No","No"
71,7,548.95,"No",2,15,"Yes","Yes"
138,5,330.91,"No",0,12,"No","No"
33,8,745.17,"No",0,22,"No","No"
20,17,1475.69,"Yes",1,58,"Yes","No"
61,6,791.44,"Yes",0,42,"Yes","No"
276,2,136.23,"No",0,5,"No","No"
127,2,334.72,"No",0,6,"No","Yes"
35,2,68.95,"No",0,5,"Yes","No"
156,1,77.99,"No",0,2,"Yes","No"
67,3,567.86,"Yes",0,6,"Yes","No"
103,4,753.07,"Yes",0,21,"No","Yes"
10,14,1146.88,"Yes",5,33,"Yes","Yes"
40,2,77.98,"No",0,4,"Yes","No"
60,2,191.96,"No",0,9,"Yes","No"
45,3,987.88,"No",0,13,"Yes","Yes"
70,2,112.98,"No",0,6,"No","No"
300,1,157,"No",0,3,"Yes","No"
103,1,126,"No",0,3,"Yes","No"
41,7,299.3,"No",0,22,"Yes","No"
174,1,32.23,"No",1,3,"No","No"
219,1,198.98,"No",0,4,"No","No"
76,4,504.93,"No",1,10,"Yes","Yes"
338,1,132.97,"No",0,5,"No","No"
140,3,239.98,"No",0,7,"No","No"
98,6,248.41,"No",1,19,"Yes","Yes"
16,4,142.97,"No",0,5,"Yes","No"
277,1,192,"No",0,2,"No","No"
207,1,263,"No",0,8,"No","No"
328,1,74.99,"No",0,3,"No","No"
147,2,126,"No",0,6,"No","No"
35,4,437.34,"No",0,17,"Yes","No"
172,4,215.96,"Yes",2,7,"Yes","Yes"
312,1,88.99,"No",0,2,"No","No"
284,1,402.99,"No",0,10,"No","No"
269,1,107.48,"No",0,4,"Yes","No"
80,10,1560.82,"Yes",2,51,"Yes","No"
83,19,3351.3,"Yes",4,111,"Yes","Yes"
17,2,250.99,"No",0,9,"No","No"
96,8,811.71,"Yes",3,20,"Yes","No"
5,13,1880.76,"Yes",3,57,"Yes","Yes"
28,5,215.94,"No",0,23,"No","No"
137,2,192.47,"No",0,9,"Yes","No"
38,5,132.99,"No",0,5,"No","No"
293,1,81.5,"No",0,3,"No","No"
224,4,242.93,"Yes",0,6,"No","No"
144,3,423.21,"No",2,11,"Yes","No"
9,2,279,"No",0,4,"No","No"
14,12,1570.18,"No",4,53,"Yes","No"
37,19,236.66,"Yes",1,26,"Yes","No"
83,2,73.28,"No",0,8,"No","No"
84,6,295.65,"No",1,14,"Yes","No"
363,1,127,"No",0,4,"Yes","No"
216,2,84.98,"No",0,6,"Yes","No"
5,4,424.44,"No",0,8,"Yes","Yes"
96,10,1988.95,"Yes",4,43,"Yes","No"
250,1,70.48,"No",0,3,"Yes","No"
70,4,353.66,"No",0,8,"Yes","No"
147,5,435.98,"Yes",4,11,"Yes","No"
74,6,542.66,"Yes",1,23,"No","No"
187,4,345.93,"Yes",1,13,"No","No"
43,13,871.84,"No",0,31,"Yes","No"
5,5,450.99,"No",0,14,"No","No"
29,7,595.09,"Yes",1,27,"Yes","No"
146,1,121,"No",0,4,"Yes","No"
218,2,78,"No",0,1,"Yes","No"
84,10,1294.65,"No",0,42,"Yes","No"
362,1,178,"No",0,2,"No","No"
90,4,102.18,"Yes",1,15,"No","No"
69,3,144.2,"No",0,11,"Yes","Yes"
182,1,187.97,"No",0,4,"Yes","Yes"
363,1,166,"No",0,3,"No","No"
118,5,1134.93,"No",0,35,"Yes","Yes"
68,3,311.97,"No",0,9,"No","No"
47,3,400.33,"Yes",1,21,"Yes","No"
26,14,1620.76,"Yes",7,67,"Yes","Yes"
60,10,388.29,"No",2,18,"No","No"
145,3,107.97,"No",0,5,"No","Yes"
74,4,543.98,"Yes",0,12,"Yes","No"
189,2,126,"No",0,5,"No","No"
23,16,1432,"Yes",6,70,"Yes","Yes"
27,3,473.59,"Yes",1,7,"Yes","Yes"
261,1,182.95,"No",0,6,"Yes","No"
47,9,686.08,"Yes",2,28,"No","No"
264,2,246.92,"No",0,10,"No","No"
125,3,132.97,"No",0,4,"No","No"
82,1,186,"No",0,3,"No","No"
96,1,69.98,"No",0,4,"Yes","No"
341,2,173.98,"No",0,5,"No","No"
116,4,539.94,"No",0,13,"Yes","Yes"
19,14,1299.58,"Yes",6,45,"Yes","No"
79,5,77,"No",0,4,"No","No"
190,1,83,"No",0,3,"No","No"
76,1,82.46,"No",0,5,"Yes","No"
272,2,164.98,"No",0,4,"Yes","No"
124,4,425.99,"No",0,9,"Yes","No"
188,3,155.98,"No",0,5,"No","No"
261,1,98.48,"No",0,3,"No","No"
326,1,391.98,"No",0,10,"Yes","No"
19,21,1036.69,"Yes",3,61,"Yes","No"
215,1,278.55,"Yes",1,12,"Yes","No"
180,2,139.99,"No",0,2,"No","Yes"
7,13,1966.73,"Yes",7,63,"Yes","Yes"
284,2,273.98,"No",0,7,"Yes","No"
111,3,489.45,"No",0,16,"Yes","No"
19,21,1262.1,"Yes",5,56,"Yes","No"
46,4,633.98,"No",0,16,"Yes","No"
327,1,179.5,"No",0,5,"No","No"
245,1,83.95,"No",0,5,"No","No"
89,1,136.97,"No",1,4,"Yes","No"
148,2,75,"No",0,3,"No","No"
37,3,385.96,"No",0,8,"Yes","No"
17,2,57.5,"No",0,2,"No","No"
6,22,1976.26,"Yes",5,108,"Yes","No"
33,3,104.95,"No",0,5,"Yes","No"
75,4,431.85,"No",0,20,"Yes","No"
154,2,170.97,"No",0,4,"No","No"
17,2,123.5,"No",0,5,"No","No"
9,5,293.93,"No",0,16,"No","No"
7,7,810.95,"No",1,26,"Yes","No"
68,6,334.42,"Yes",0,11,"Yes","Yes"
130,4,662.91,"No",0,13,"Yes","No"
29,4,443.37,"No",1,24,"Yes","No"
100,1,203.96,"No",0,7,"No","No"
147,6,542.46,"No",1,21,"Yes","No"
141,2,141.99,"No",0,5,"Yes","No"
29,4,424.95,"No",0,16,"Yes","Yes"
56,9,1428.93,"No",0,40,"Yes","No"
250,3,188.99,"No",0,6,"Yes","No"
361,1,99,"No",0,1,"No","No"
95,1,146.99,"No",0,4,"No","No"
337,1,140.4,"Yes",0,4,"No","No"
96,3,627.95,"No",0,15,"No","No"
321,1,212.97,"No",0,10,"Yes","No"
185,4,664.79,"No",0,20,"No","No"
17,6,213.43,"No",0,10,"No","No"
293,2,282.49,"No",0,6,"No","No"
21,4,946.22,"Yes",1,24,"Yes","Yes"
221,2,99,"No",0,5,"No","No"
33,13,1250.31,"No",1,42,"Yes","Yes"
312,1,92,"No",0,3,"No","No"
196,1,100,"No",0,1,"No","No"
72,2,100.94,"No",0,6,"No","No"
15,10,665.38,"Yes",1,32,"Yes","No"
23,6,627.29,"Yes",2,22,"Yes","No"
37,4,1078.25,"Yes",1,26,"Yes","Yes"
23,19,1250.82,"Yes",4,47,"Yes","No"
13,13,1664.17,"Yes",7,58,"Yes","No"
142,3,185.07,"No",0,4,"No","Yes"
293,1,142,"No",0,2,"No","No"
192,2,522,"No",0,14,"Yes","No"
12,13,1018.34,"No",0,44,"Yes","No"
271,1,150.42,"No",0,8,"No","No"
173,1,46.49,"No",1,3,"Yes","No"
336,1,463.98,"No",0,8,"Yes","Yes"
136,4,795.52,"Yes",1,34,"Yes","No"
80,3,675.75,"No",0,14,"Yes","No"
149,4,201.96,"Yes",0,7,"Yes","No"
79,7,1405.39,"Yes",1,53,"Yes","No"
314,2,154.2,"No",0,7,"Yes","No"
55,5,865.21,"Yes",1,37,"Yes","No"
10,2,149.97,"No",0,8,"Yes","No"
27,2,102.98,"No",0,5,"Yes","No"
7,32,2398.06,"No",3,101,"Yes","Yes"
7,21,482.22,"Yes",0,38,"Yes","No"
5,8,755.39,"No",0,23,"No","No"
28,14,2259.68,"No",7,66,"Yes","No"
128,2,143.98,"No",0,5,"Yes","No"
234,5,107.48,"Yes",1,9,"No","No"
30,8,306.33,"No",0,26,"Yes","No"
52,7,356.45,"No",0,14,"Yes","No"
33,3,115.97,"No",0,8,"No","No"
268,2,93,"Yes",0,3,"No","No"
5,3,166.95,"No",0,8,"Yes","No"
344,1,95.25,"No",0,2,"No","No"
98,10,1049.37,"No",1,34,"Yes","No"
167,1,68.99,"No",0,2,"Yes","No"
18,8,2001.4,"Yes",3,50,"Yes","No"
19,6,887.99,"No",1,23,"Yes","No"
4,18,2478.32,"Yes",7,85,"Yes","No"
56,10,525.96,"No",1,17,"Yes","No"
9,58,2443.43,"Yes",4,161,"Yes","No"
46,6,384.67,"No",1,19,"Yes","No"
30,2,652.9,"No",0,16,"Yes","No"
32,16,1476.47,"Yes",6,52,"Yes","Yes"
103,8,388.93,"No",0,19,"No","No"
70,33,1822.86,"No",0,104,"Yes","No"
89,4,412.23,"No",1,16,"Yes","No"
81,1,135.45,"No",0,9,"No","No"
26,39,1744.28,"Yes",4,110,"Yes","No"
156,5,396.52,"Yes",0,14,"No","No"
90,10,497.57,"Yes",2,23,"Yes","No"
88,2,277.99,"Yes",0,6,"Yes","No"
17,6,423.21,"No",0,16,"Yes","No"
21,10,1284.37,"Yes",6,34,"Yes","Yes"
10,8,617.77,"Yes",0,23,"Yes","Yes"
307,1,44.98,"No",0,2,"Yes","No"
81,6,659.44,"Yes",0,12,"Yes","No"
276,2,236.97,"Yes",0,6,"Yes","No"
3,5,650.76,"No",0,14,"Yes","No"
65,3,613.42,"No",0,19,"Yes","No"
26,3,170.46,"No",0,8,"No","No"
353,1,117,"No",0,3,"No","No"
269,3,79.96,"No",0,4,"Yes","No"
35,3,116.94,"No",0,8,"Yes","No"
245,2,126.45,"No",0,6,"Yes","No"
197,1,158,"No",0,2,"No","No"
162,1,82.99,"No",0,3,"No","No"
214,1,100,"No",0,1,"No","No"
52,8,893.96,"No",0,27,"No","No"
39,6,629.71,"No",0,13,"Yes","No"
33,3,244.44,"Yes",0,14,"Yes","No"
26,12,1302.73,"Yes",3,30,"Yes","No"
186,2,364,"No",0,6,"No","No"
91,5,1426.16,"Yes",2,38,"Yes","No"
263,2,149.49,"No",0,4,"No","No"
13,4,89.47,"Yes",0,6,"No","No"
3,20,2814.65,"Yes",8,82,"Yes","No"
75,8,1035.43,"Yes",3,32,"Yes","No"
95,2,236.96,"No",0,10,"No","No"
147,1,219.93,"No",0,9,"Yes","No"
13,12,646.66,"No",0,28,"Yes","No"
261,2,718.23,"No",0,12,"Yes","No"
10,18,1701.5,"Yes",6,53,"Yes","No"
40,2,753.71,"Yes",2,22,"Yes","No"
236,1,129.98,"No",0,2,"No","No"
261,1,59.49,"No",0,2,"No","No"
66,3,166.73,"No",0,10,"Yes","No"
19,8,1373.77,"No",1,41,"Yes","No"
103,13,996.79,"Yes",2,29,"Yes","No"
96,7,448.17,"No",2,16,"No","No"
22,10,1695.98,"Yes",4,74,"Yes","No"
313,1,256.1,"No",0,10,"Yes","No"
204,2,371.64,"No",0,5,"No","No"
232,1,15,"No",0,3,"No","No"
143,3,471.2,"Yes",0,10,"Yes","No"
261,2,188.92,"No",0,8,"No","No"
79,6,606.93,"No",0,21,"Yes","No"
224,2,423.99,"Yes",0,15,"No","No"
184,6,259.43,"Yes",0,12,"No","No"
159,1,142,"No",0,7,"No","No"
22,3,174.51,"No",1,9,"Yes","No"
10,5,697.4,"Yes",0,29,"Yes","No"
93,4,286.25,"Yes",0,13,"Yes","No"
124,4,452.05,"Yes",0,10,"No","No"
33,1,228.55,"No",1,8,"No","No"
313,1,116.22,"No",0,4,"Yes","No"
157,3,285.47,"No",0,5,"Yes","No"
168,7,1716.67,"No",2,46,"Yes","No"
185,1,118,"No",0,2,"No","No"
148,2,255,"No",0,8,"Yes","No"
72,3,313.91,"Yes",0,12,"Yes","No"
25,3,318.93,"No",0,11,"Yes","No"
320,1,77.99,"No",0,2,"No","No"
38,2,341,"No",0,8,"No","No"
55,1,450.75,"Yes",0,14,"Yes","No"
237,3,183.45,"No",0,6,"Yes","No"
168,2,88,"No",0,2,"No","No"
124,3,263.19,"No",0,8,"Yes","No"
133,3,192.94,"No",0,10,"Yes","No"
144,3,272.98,"No",0,6,"Yes","No"
25,2,79.88,"No",0,5,"Yes","No"
41,6,445.97,"No",0,14,"Yes","No"
302,1,550,"No",0,6,"No","No"
40,3,241.47,"No",1,9,"Yes","No"
150,2,192.94,"Yes",1,10,"Yes","No"
150,2,285.99,"No",0,8,"Yes","No"
65,14,263.4,"No",0,18,"Yes","No"
134,2,137.98,"No",0,4,"No","No"
110,3,297.48,"No",0,10,"Yes","No"
10,3,336.95,"Yes",0,13,"Yes","No"
84,6,571.56,"No",2,25,"Yes","No"
5,3,201.97,"No",0,8,"Yes","No"
12,6,145.96,"No",0,8,"Yes","No"
175,3,455.47,"No",0,10,"Yes","No"
278,4,457,"No",0,8,"No","No"
139,2,245,"No",0,6,"No","No"
35,6,382.94,"No",0,10,"Yes","No"
6,2,254,"No",0,6,"No","No"
89,4,215.97,"No",0,11,"Yes","No"
47,5,92.44,"No",0,11,"Yes","No"
5,2,214.96,"No",0,4,"No","Yes"
12,3,374.97,"No",3,9,"Yes","Yes"
167,3,212.96,"No",0,8,"Yes","No"
94,2,166.97,"No",0,7,"Yes","No"
265,1,72.97,"No",0,6,"No","No"
78,2,261.64,"Yes",1,10,"Yes","No"
157,1,83,"No",0,2,"No","No"
23,3,296.93,"No",0,13,"Yes","No"
9,16,1967.89,"No",1,63,"Yes","No"
26,28,1586.17,"Yes",0,64,"Yes","No"
280,2,71.98,"No",0,4,"No","No"
27,9,3856.78,"Yes",1,71,"Yes","No"
30,2,402.97,"No",0,9,"Yes","No"
343,1,260,"No",0,4,"No","No"
98,1,307.99,"No",0,7,"Yes","No"
8,12,1571.92,"Yes",4,70,"Yes","No"
45,4,176.93,"No",0,12,"Yes","No"
53,8,1376.94,"Yes",1,32,"Yes","No"
94,3,92.96,"No",0,4,"No","No"
147,2,267.97,"No",0,7,"Yes","No"
10,13,1465.63,"Yes",5,52,"Yes","No"
215,1,87.5,"No",0,5,"No","No"
226,1,148,"No",0,6,"Yes","No"
14,15,973.28,"No",1,57,"Yes","No"
289,2,115.01,"No",0,3,"No","No"
1,34,2432.22,"Yes",15,117,"Yes","No"
254,2,422.96,"No",0,10,"Yes","No"
215,1,129.99,"No",0,1,"No","Yes"
6,31,2143.96,"Yes",4,87,"Yes","No"
92,2,189.4,"No",0,5,"Yes","No"
269,1,80.46,"No",0,4,"No","No"
152,1,196.96,"No",0,6,"Yes","No"
13,22,2741.31,"Yes",2,80,"Yes","No"
32,2,113,"No",0,3,"No","No"
149,2,687.98,"No",1,16,"Yes","No"
108,1,93.99,"No",0,3,"No","No"
104,5,350.88,"Yes",2,9,"Yes","No"
295,1,118.5,"No",0,1,"No","No"
10,4,555.34,"No",0,40,"Yes","No"
139,3,155.52,"No",0,8,"Yes","No"
134,7,476.44,"Yes",1,20,"No","No"
38,5,311.96,"No",0,8,"Yes","Yes"
19,5,643.48,"No",0,13,"Yes","No"
12,6,220.98,"No",1,12,"No","No"
11,5,790.66,"Yes",1,35,"Yes","No"
318,3,23.99,"No",0,6,"No","No"
275,2,91.99,"No",0,4,"No","No"
59,4,198.47,"No",0,7,"No","No"
269,2,173.24,"No",0,6,"No","No"
33,3,329.4,"No",1,10,"Yes","No"
186,4,440.98,"Yes",0,14,"Yes","No"
61,2,94.95,"No",0,5,"Yes","No"
67,7,292.98,"Yes",0,16,"Yes","No"
233,2,170.99,"No",0,2,"Yes","No"
154,1,118.98,"No",0,3,"Yes","No"
99,7,323.99,"No",0,9,"Yes","No"
18,2,255.98,"No",0,6,"Yes","No"
256,5,190.41,"No",0,10,"Yes","No"
10,12,651,"Yes",3,37,"Yes","Yes"
153,2,264,"No",0,6,"No","No"
86,5,181.5,"No",0,9,"Yes","No"
184,2,471.91,"No",0,9,"Yes","No"
332,1,99,"No",0,1,"No","No"
10,3,128.98,"No",0,4,"Yes","No"
94,12,1709.99,"Yes",4,52,"Yes","Yes"
268,1,139.5,"No",0,1,"No","No"
208,3,125.48,"No",0,4,"No","No"
85,1,111.4,"No",0,2,"No","No"
